,text_id,text,task_1,task_2,task_3
3641,hasoc_en_3642,"I've met #JackieO, you're no Jackie Kennedy. She had class and dignity.  She married a war hero, not a coward or Soviet mole. She wasn't a #Russian whore.  #TrumpIsATraitor @FLOTUS @CNN https://t.co/b9iESxXXA0",NOT,NONE,NONE
3642,hasoc_en_3643,"I don’t get that so many people follow him, is he stil a sports hero in the States ?   #murderer #oj https://t.co/c6N428zVzb",NOT,NONE,NONE
3643,hasoc_en_3644,ICC Tournaments and Shikhar Dhawan : The love story continues.    #IndvAus #ICCWorldCup2019 #ICC #ICCCricketWorldCup2019 #ICCWC2019 #India #dhawan #IndiaWithDhoni #IndiaStandsWithDhoni #DhoniKeepsTheGlove,NOT,NONE,NONE
3644,hasoc_en_3645,I don't support @MamataOfficial but this is too much.Stop doing this nd treat patients. You can protest even while saving lives. You idiots hv made this an ego issue now. Your issues r imp but ppl r dying. Protest while working or during breaks.  #DoctorsFightBack   #Savethedoctors,NOT,NONE,NONE
3645,hasoc_en_3646,"Wasn’t there once a sort of understanding that Anglo-Saxon culture had produced a uniquely moderate political nature impervious to extremism? Yeah, so apparently that wasn’t true. #BorisJohnsonShouldNotBePM #ImpeachTrump",NOT,NONE,NONE
3646,hasoc_en_3647,First ever book written on violence against doctors and dark side of blue curtain...God in Peril    https://t.co/TtnvCrGmIK    #DoctorsFightBack #DoctorsUnderOppression #DoctorsProtest,NOT,NONE,NONE
3647,hasoc_en_3648,"@jjrothnc @dcexaminer @KellyannePolls @realDonaldTrump @BarackObama @HillaryClinton May all your kids &amp; grandkids be gay. Evolve as a human being. You support an abomination to God and humankind who has no morality, no human decency and is a #RAPIST.  You need your own soul to be saved.   Depart from me you doers of evil is what #GOD will say to #MAGAts",NOT,NONE,NONE
3649,hasoc_en_3650,"@POTUS to @GStephanopoulos the other day, 'No collusion occurred in 2016, but I'm open to it on 2020.' #FactsMatter #TrumpRussia #TrumpIsATraitor #ImpeachmentHearingsNow #LockHimUp #2020PresidentialElection #BlueWave2020 #FBR #Resist",NOT,NONE,NONE
3650,hasoc_en_3651,Australian damad is on fire😅#iccworldcup #CricketWorldCup2019 #IndianCricketTeam #Dhoni #DhoniKeepsTheGlove #abvpnec2019 #AajKaMatch #aajtak #BCCI #shikhardhawan #IndianCricketTeam #Worldcup19 #hotstar #virendrashehwag,NOT,NONE,NONE
3651,hasoc_en_3652,"@RealSkipBayless As usual ,  your wrong. #hack #douchebag",NOT,NONE,NONE
3654,hasoc_en_3655,#dickhead. Seriously. https://t.co/0nznUh4myU,NOT,NONE,NONE
3656,hasoc_en_3657,@davidaxelrod DOJ does not work to hide FROM the American people they do not work for trump.they are not a trump cover up committee! thats the role GOP holds recently..  #FuckTrump,NOT,NONE,NONE
3658,hasoc_en_3659,Disappointing!! Years of planning and yet they failed in organising the world's most important cricket event!! #ShameOnICC Shouldn't have held the event in this season!! https://t.co/VzAuPFIEhO,NOT,NONE,NONE
3659,hasoc_en_3660,This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳 https://t.co/lyHbzpseOZ,NOT,NONE,NONE
3660,hasoc_en_3661,"#Savethedoctors   #DoctorsFightBack   No security, no service. Still after 5 days authority has failed to assure the security at government hospitals. They are responsible for this unforeseen collapse of the health skeleton of WB. @narendramodi ji, @PMOIndia,   kindly intervene.",NOT,NONE,NONE
3662,hasoc_en_3663,Seriously? You live in a different reality than the rest of America. #ImpeachTrumpNow #nokidsincages #NoWarWithIran #TrumpisaLiar #TrumpIsATraitor https://t.co/LqT90KGpOX,NOT,NONE,NONE
3664,hasoc_en_3665,@ICC deserves this #cup in this #WorldCup2019 for their #Pathetic show.    Instead of wasting time on #Dhoni's #Gloves they should have planned better on their own part!     @SGanguly99  @sachin_rt  @RahulDravidFC  @YUVSTRONG12  @virendersehwag  #ShameOnICC   #ShameShameICC  #cricketlive https://t.co/UhTvu8q2Pj,NOT,NONE,NONE
3666,hasoc_en_3667,This is not the first time it has happened to us..we are facing this for long..numerous incidents go unrecognised in each and every part of our country due to lack of support..  Enough is Enough..  Stand strong..  Stay united..  show your strength💪  #DoctorsFightBack #savethedoctor,NOT,NONE,NONE
3668,hasoc_en_3669,'How can I be sure this stolen credit card is any good if I don't use it to buy a porn star an expensive dinner?'    #TrumpIsATraitor #TrumpCrimeFamily #ImpeachTrumpNow,NOT,NONE,NONE
3669,hasoc_en_3670,@mitchellvii @realDonaldTrump 1) Trump didn't win the election.  2) Trump nor Obama have helped the economy.   3) Mexico is not helping Trump. They are preparing for a war against the U.S.  #FuckTrump #NotOurPresident,NOT,NONE,NONE
3675,hasoc_en_3676,"We all need doctors, #MamataBanerjee is forgetting that! Attact on the doctors in #westbengal on her directions are shamful acts.    #MamataFrustrated   #DoctorsFightBack",NOT,NONE,NONE
3678,hasoc_en_3679,"🎉 Party time! For Trump's birthday, we're celebrating 'John McCain Day!' Such a wonderful idea @realDonaldTrump! So selfless you are!     McCain was such an incredible &amp; brave war hero. Let's all admire his beautiful ship, the USS John S. McCain!     #McCainDay   #TrumpIsATraitor https://t.co/I9IYqOfDD5",NOT,NONE,NONE
3679,hasoc_en_3680,Happy #JohnMcCainDay @realDonaldTrump   #douchebag,NOT,NONE,NONE
3680,hasoc_en_3681,@AlanCol83626003 @Yellowbelly2019 It will be a bigly war. He has the best wars. Nobody has better wars.  #fucktrump,NOT,NONE,NONE
3681,hasoc_en_3682,The arrogance of a chief minister is the reason that the #DoctorsProtest has escalated so much. It's a lesson to those in power that they can be brought down to their knees if they continue with a high handed approach towards workplace safety concerns of people #DoctorsFightBack https://t.co/7OmL8orLfq,NOT,NONE,NONE
3682,hasoc_en_3683,@Tazaryach Home of the #douchebag.,NOT,NONE,NONE
3683,hasoc_en_3684,Berman: Is it even news when the President lies? #Resist #ResistTrump #FuckTrump https://t.co/NMm3N6NFsL,NOT,NONE,NONE
3685,hasoc_en_3686,Hey! I'm just stoked! It's #JohnMcCainDay!!! He used to be SO FUNNY some times. Full of life and such an honorable man! He would never believe the horrors that are happening in just the short time since he passed away.@MeghanMcCain @TheView #TrumpIsATraitor   @BarackObama #Biden https://t.co/AVxUeOJK1G,NOT,NONE,NONE
3686,hasoc_en_3687,"when you think so do a little calculation &amp; get your facts correct. In case you fail to do that, don't comment. #SAVETHESAVIOUR #DoctorsFightBack #standwithNRS #Savethedoctors",NOT,NONE,NONE
3689,hasoc_en_3690,No any individual message or logo to be displayed on any items of clothing or equipment - #ICC  #CWC19  #DhoniKeepTheGlove  #DhoniKeepsTheGlove  https://t.co/KKL81KrnbH,NOT,NONE,NONE
3690,hasoc_en_3691,@OwenJones84 nailing it again #BorisJohnsonShouldNotBePM https://t.co/z46D0WcdWA,NOT,NONE,NONE
3691,hasoc_en_3692,@ACTBrigitte Our country deserves better than a draft-dodging coward. McCain SERVED; #CadetBoneSpurs DIDN'T.  #FuckTrump  Happy #JohnMCainDay!!!  Happy #JohnMCainDay!!!  Happy #JohnMCainDay!!!,NOT,NONE,NONE
3692,hasoc_en_3693,I swear that is the happiest expression i have ever seen on his face. #TrumpIsADisgrace #TrumpisaTraitor https://t.co/xSYOF2MDiA,NOT,NONE,NONE
3695,hasoc_en_3696,"Rain will win, as weather is happy like pakistan to avoid thrashing.  #INDvsPAK   #CWC19   #ShameOnICC   Poor management and stubborn guidelines of @ICC   #CricketWorldCup2019 https://t.co/ElonYHSaGs",NOT,NONE,NONE
3696,hasoc_en_3697,Ginni Thomas Plans New Conservative Supergroup to “Protect President Trump” #Resist #ResistTrump #FuckTrump https://t.co/jEQBBD6ACv,NOT,NONE,NONE
3697,hasoc_en_3698,Life is easy for none...but have faith every pain will be justified one day.    #SaturdayMotivation #SaturdayMorning #SaturdayThoughts #saturdayvibes #saturdays #DhoniKeepsTheGlove #DhoniKeSaathDesh #IndiaWithDhoni #MotivationalQuotes #motivational #ThoughtOfTheDay #India #Jaipur https://t.co/sVjmJw2pZK,NOT,NONE,NONE
3700,hasoc_en_3701,NYT: “Ms. Conway’s violations... Her actions thus erode the principal foundation of our democratic system — the rule of law.”    BLOB: that’s Trump’s intent.    https://t.co/biLqop4mku   #resist #TrumpIsATraitor,NOT,NONE,NONE
3701,hasoc_en_3702,"I guess you can't be too rich, or too thin, or commit treason too many times.   https://t.co/gDB7orm4J1 #TrumpIsATraitor",NOT,NONE,NONE
3705,hasoc_en_3706,@ICC #DhoniKeepsTheGlove     sir Ms dhoni carrion play the same gloves you not break any #icc rules We all Indian support you #DhoniKeSaathDesh,NOT,NONE,NONE
3706,hasoc_en_3707,#DhoniKeepsTheGlove in #ICCWC2019 you are our real Hero #Dhoni #DhoniKeSaathDesh Hai #dhoniisback Now. https://t.co/Y4yw71oJzx,NOT,NONE,NONE
3708,hasoc_en_3709,#StopBorisJohnsonBecomingPM it legit angers the sh!t out of me that the British Public don’t get to decide who we want in charge of OUR Country. @BorisJohnson isn’t fit to clean the step of #10 Downing Street let alone live in it! #BorisJohnsonShouldNotBePM,NOT,NONE,NONE
3710,hasoc_en_3711,Vigilantes Helped Steve Bannon’s Group With Private Border Wall Near El Paso #Resist #ResistTrump #FuckTrump https://t.co/vFmZgeb5CI,NOT,NONE,NONE
3712,hasoc_en_3713,"Save the saviour - #DoctorsProtest   Get it @ https://t.co/yu8miSJDm9  Its time to save the saviours- wear this tshirt and join the doctors strike india. Join doctor strike bengal. doctor protest, doctors protest  #DoctorsFightBack #DoctorStrike https://t.co/LM79jtCph7",NOT,NONE,NONE
3713,hasoc_en_3714,Very poor management by @ICC   People have waited 4years for this extravaganza and this is how we get treated #ShameOnICC,NOT,NONE,NONE
3714,hasoc_en_3715,"#doctors_against_assualt #DoctorsFightBack #DoctorStrike   While Doctors are at strike, please read on why do we take Hippocratic Oath not Sushruta, why does his 'wet-cold-dry-hot' look like 'vata-pitta-kabha+others' in Ayurveda?",NOT,NONE,NONE
3715,hasoc_en_3716,"This truly is a crisis and, worst part is, his delusional admirers will probably never know. They'll just blame everyone else for his stupidity, fear mongering, hate, greed and lies. #FuckTrump",NOT,NONE,NONE
3716,hasoc_en_3717,"@RWPUSA @LadyGloriousjax What up, Xi? #FuckTrump",NOT,NONE,NONE
3717,hasoc_en_3718,"I don’t understand how is a military insignia being equated with prayers being offered on the field? I understand if you want to #DhoniKeepsTheGlove but don’t bring in prayers into this controversy.    Also, like Vinod Rai said, “It’s a non-issue.” Let it be like that. Please.",NOT,NONE,NONE
3718,hasoc_en_3719,Report: NRA Has Been Directing Money to Board Members Who Oversee Its Spending #Resist #ResistTrump #FuckTrump https://t.co/05OL7rxHkT,NOT,NONE,NONE
3719,hasoc_en_3720,Sad. @realDonaldTrump bday unable to match Twitter support for these more popular hashtags:  #TrumpIsATraitor   #ImpeachTrumpNow   #ImpeachDonaldTrumpNOW   #ImpeachDonaldTrump   #ImpeachTrump   #ImpeachmentInquiryNow  Because these ARE our b-day wishes for you.  #TrumpForPrison2020 https://t.co/IOb5tI7S5r,NOT,NONE,NONE
3720,hasoc_en_3721,This very day. I can’t understand it. #fucktrump https://t.co/85Erj9e0O7,NOT,NONE,NONE
3721,hasoc_en_3722,"#DhoniKeepsTheGlove #DhoniKeepTheGlove #DhoniKeepTheGloves     Hey   @ICC   , Hypocrisy ki bhi koi sima hoti h!     This is NOT                                 This is  Violation of                        Violation of  Rules                                              Rules https://t.co/pRWW3cpMXe",NOT,NONE,NONE
3723,hasoc_en_3724,@MSNBC Too late.....  #TrumpIsATraitor   #ImpeachTrumpNow   #ImpeachmentInquiryNow,NOT,NONE,NONE
3724,hasoc_en_3725,#Peace and #Liberty for #Uyhgur !  #PleaseHelp #FreeUyghur #SaveUyghur #MeTooUyghur #PrayForUyghur #EastTurkistan #FreedomForEastTurkistan #Turkistan #Freedom #HumanRights #China #CCP #Genocide #StopChina #BoycottChina #StopGenocideChina #ウイグル #RT  https://t.co/NqNqUGjffN,NOT,NONE,NONE
3725,hasoc_en_3726,Everyone is Waiting for Bhumrah to Bowl.  I am waiting for Dhoni to keep.  #INDvsAUS  #IndiaWithDhoni  #DhoniKeepsTheGlove  #ICCWorldCup2019,NOT,NONE,NONE
3727,hasoc_en_3728,So why hasn’t it?  #FuckTrump #OrangeFoolius #BeBest #MAGA #AmericaFirst https://t.co/SwkgQAWyYR,NOT,NONE,NONE
3728,hasoc_en_3729,Does this lady look Normal ?#PakvsInd #PAKvIND #PakVsIndia #NDTV #Bengal @KailashOnline @SuPriyoBabul @MukulR_Official #DoctorsProtest #DoctorsStrike #DoctorsUnderOppression #DoctorStrike @aajtak @republic @Republic_Bharat #DoctorsFightBack https://t.co/F5t59hLfgE,NOT,NONE,NONE
3729,hasoc_en_3730,No #termsandconditions #minor should apply on a #rapist #tobehanged !! #womenempowerment #womensrights #culturevulture #culture #freedom #likeforlikes #followforfollowback @ India https://t.co/DhxYPxsy5e,NOT,NONE,NONE
3730,hasoc_en_3731,"'I often hear Tories muse, Johnson as PM “will cheer everyone up”. When your party looks like it is going to hell in a handcart, they reckon you might as well hurtle towards the inferno with a smile on your face' #BorisJohnsonShouldNotBePM https://t.co/h1ubnKw6OU",NOT,NONE,NONE
3731,hasoc_en_3732,"Rather than worrying about @msdhoni gloves , maybe check the Stumps ! @ICC  @BCCI   #ICCWorldCup2019 @StarSportsIndia   #AskStar #DhoniKeepsTheGlove #BCCI #ICC   #AskTheExpert  What can be done here ?",NOT,NONE,NONE
3732,hasoc_en_3733,Because he is Worthy😇  #IndiaStandsWithDhoni #DhoniKeepsTheGlove https://t.co/sJVLDVfbxa,NOT,NONE,NONE
3735,hasoc_en_3736,As per @MamataOfficial doctors on West Bengal will now onwards have to write medical prescriptions in Bengali. Does not matter if the handwriting makes it look like Tamil. #DoctorsFightBack,NOT,NONE,NONE
3736,hasoc_en_3737,@realDonaldTrump Lol. You wish. #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor #TrumpColluded #TrumpObstructed @WhiteHouse #BillionDollarLoser https://t.co/AjI97LZBqm,NOT,NONE,NONE
3737,hasoc_en_3738,Alabama woman claims court is letting her #rapist uncle see their kids https://t.co/2o7hidetvy via @MailOnline,NOT,NONE,NONE
3738,hasoc_en_3739,"#DoctorsProtest #doctorsstrike #DoctorsFightBack     SAME COUNTRY, DIFFERENT STATE, DIFFERENT POLITICAL PARTY, SAME TREATMENT WITH #Doctors      #DoctorsFightBack IN #WestBengal     SHOULD HAVE FOUGHT BACK IN #UttarPradesh TOO    https://t.co/yTM9H6CsH4",NOT,NONE,NONE
3739,hasoc_en_3740,@ICC Yes it is better but by the way #ShameOnICC https://t.co/GtDfAcKLcD,NOT,NONE,NONE
3740,hasoc_en_3741,#ICC treat everyone with same rule. If you can this then how can you ask dhoni not to put sacrifice badge on gloves.  #DhoniKeepsTheGlove https://t.co/ocprBQV3lS,NOT,NONE,NONE
3741,hasoc_en_3742,"@DrNajeeb sir, please can you support us on our movement condemning the attacks on doctors and convincing government to bring stringent laws against such assaults in India.  Your message will be helpful!  #savedoctors #DoctorsFightBack",NOT,NONE,NONE
3742,hasoc_en_3743,"@ICC Everyone waited for 4 years to see the England Rains , what a proud moment 👏  #ShameOnICC",NOT,NONE,NONE
3743,hasoc_en_3744,All CAMERAs on The #Gloves now...  Will #INDvAUS be with #BalidanBadge Glove or it will be #Balidan of Feelings of #MSDhoni #DhoniKeepsTheGlove OR #ICC prevails... #CWC19 #ICCWC2019 Jo bhi ho All #india wants is Victory in #AUSvIND match...  #IndiaWithDhoni #MenInBlue,NOT,NONE,NONE
3744,hasoc_en_3745,#ICC: Objection my lord.  #BCCI: Overruled.  #DhoniKeepsTheGlove 😂,NOT,NONE,NONE
3745,hasoc_en_3746,BJP MP Ananth Kumar Hegde caught on camera beating up doctor at Karnataka hospital   https://t.co/OhxJqT5N0w  #Savethedoctors   #DoctorsProtest   #DoctorsFightBack   #DoctorsStrike,NOT,NONE,NONE
3746,hasoc_en_3747,@RoflGandhi_ People said #DhoniKeepsTheGlove   He kept it but without the Logo https://t.co/6bJhXiPTVD,NOT,NONE,NONE
3747,hasoc_en_3748,"Hey, it's #JohnMcCainDay! Also, #FuckTrump.",NOT,NONE,NONE
3748,hasoc_en_3749,@realDonaldTrump Market crash or cultural death of America?  I choose taking my chances with a market crash!  You are obviously in a panic 18 months ahead of the election! Bad place to be so early!  #Trump #Trump2020 #MAGA #TrumpIsATraitor,NOT,NONE,NONE
3749,hasoc_en_3750,@ICC @cricketworldcup @ICCMediaComms @msdhoni @virendersehwag @imVkohli dear ICC you can stop dhoni bhai but how u gonna stop us focus on your umpires not our players #DhoniKeepsTheGlove #ICCWorldCup2019 #Dhoni #DhoniKeSaathDesh @BCCI @BCCIdomestic 🇮🇳🇮🇳🇮🇳🇮🇳 https://t.co/OvK0aSXLjY,NOT,NONE,NONE
3750,hasoc_en_3751,How You Can Tell Barr Is Lying About Mueller’s Evidence #Resist #ResistTrump #FuckTrump https://t.co/K3MAsCNF35,NOT,NONE,NONE
3751,hasoc_en_3752,"Homophobia and transphobia are CRIMES in 43 countries. Yet here in America, under the Trump administration, it’s seemingly encouraged. We need CHANGE. VOTE BLUE FOR 2020. #FuckTrump",NOT,NONE,NONE
3752,hasoc_en_3753,Dear @ICC what about players offering namaz on field or urinating on field after the match.?  @msdhoni did not do anything wrong.   #DhoniKeepsTheGlove,NOT,NONE,NONE
3753,hasoc_en_3754,We are always with you mahi bhai don't remove your glove. #DhoniKeepsTheGlove,NOT,NONE,NONE
3754,hasoc_en_3755,"@ICC should have so many better options to stop rain 😁 ,But they are not willing to doing anything.#ShameOnICC https://t.co/gaKtXNUZVi",NOT,NONE,NONE
3755,hasoc_en_3756,"#DoctorsFightBack 👌  The Kurban Shah case, points out a police officer &amp; a political controversy when it was alleged that rival factions of the ruling #TMC each trying to gain control over the organisation of junior doctors (to garner votes for election to state medical bodies)",NOT,NONE,NONE
3756,hasoc_en_3757,Saw this and instantly thought of @mrjasonaalon and @fever333 🙌🏽 #fucktrump https://t.co/4rCvqrZiPx,NOT,NONE,NONE
3757,hasoc_en_3758,Saying @Conservatives are England team - they may play for different clubs but they come together for England say @michaelgove. Only problem with that analogy is that @BorisJohnson refuses to attend training+expects to be made captain. #Eton privilege? #BorisJohnsonShouldNotBePM https://t.co/4NySvWv5hP,NOT,NONE,NONE
3758,hasoc_en_3759,"When #INDvsPAK played last #OneBillion people watched. If it rains on Sunday, it's gonna be a huge loss to @ICC (financially).    What a poor planning @cricketworldcup!!! #CWC19 #ICCWorldCup2019 #ShameOnICC https://t.co/xswwoqGrst",NOT,NONE,NONE
3759,hasoc_en_3760,#RandalWilliams is a #RAPIST  who heads #Missouris Health Dept &amp; MANDATED unnecessary pelvic exams 4 women seeking abortions.,NOT,NONE,NONE
3760,hasoc_en_3761,"@NRATV @DLoesch U should be filmed while u are made to walk through a the scene of a mass shooting where dead children are present, uncovered, bodies torn apart by guns, and, tell us all about your belief in profit before life.  #murderer",NOT,NONE,NONE
3761,hasoc_en_3762,'#ICC says #MSDHONI cannot wear 'army logo' gloves'  #IndianArmy #BalidaanBadge #DhoniKeepsTheGlove #CricketWorldCup2019 https://t.co/Q14AJvQjdr,NOT,NONE,NONE
3762,hasoc_en_3763,#ShameOnICC poor planning or intentional deliberate choices ? Maybe next time participate in IPL planning 😂,NOT,NONE,NONE
3763,hasoc_en_3764,"This is not an isolated event, it's happening in every medical college. Stop consuming yellow journalism.  #DoNotQuestionOurHumanity  #DoctorsProtest   #DoctorsFightBack   #DoctorsUnderOppression",NOT,NONE,NONE
3765,hasoc_en_3766,@wingmanmike @KellyannePolls @POTUS @realDonaldTrump Certainly his last as a free man. 😁    #TrumpIsATraitor,NOT,NONE,NONE
3766,hasoc_en_3767,AIIMS Issues 48 Hours Ultimatum To CM Mamata Banerjee  https://t.co/5AWfsq3F5J @AITCofficial  @MamataOfficial  #DoctorsFightBack #AIIMS https://t.co/GBhMK64sAv,NOT,NONE,NONE
3767,hasoc_en_3768,#DhoniKeepsTheGlove or just write India on gloves but don't change gloves.,NOT,NONE,NONE
3768,hasoc_en_3769,@Dar_Thatcher @Debi129 Ivanka Voting Machines coming to a location near you. This truly is the upside done. #FucktRump,NOT,NONE,NONE
3769,hasoc_en_3770,Allen Solly Men's Polo @ Rs.599    https://t.co/ZaqlLyOEe7    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,NOT,NONE,NONE
3770,hasoc_en_3771,God I miss 44 #fucktrump #waytogivethanks #culvercity #california #greattribute #greatpresident #obama #44 #myreasontosmile #trumpwillnevergetmyvote #nostreet #foryou #incali #jackass #california #missesobama #gone… https://t.co/nOmxDE4Tgm,NOT,NONE,NONE
3771,hasoc_en_3772,India vs Australia match analysis and preview https://t.co/sWOobxHWE0  #EngvBan #ENGvPAK #bangladesh #INDvAUS #DhoniKeepTheGlove #DhoniKeepsTheGlove #TeamIndia,NOT,NONE,NONE
3772,hasoc_en_3773,@ICC should allow ms dhoni to keep glove. It is attached with indian people emotion.  @BCCI   #indiafirst   #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #Dhoni   #DhoniAtCWC19   #DhoniKeepBalidaanBadgeGlove https://t.co/YavugaryBf,NOT,NONE,NONE
3773,hasoc_en_3774,"#DoctorsFightBack | The Debate with Arnab is now #LIVE, on air and online. Watch it here - https://t.co/LGCyJUEBn5",NOT,NONE,NONE
3774,hasoc_en_3775,Trump Is Urged to Fire Kellyanne Conway for Hatch Act Violations #Resist #ResistTrump #FuckTrump https://t.co/S9v9z9wCxu,NOT,NONE,NONE
3775,hasoc_en_3776,This - is - remarkable.     #TrumpIsATraitor #TrumpMustGo #TrumpMustResign Happy #JohnMcCainDay https://t.co/MTeMDl4hIZ,NOT,NONE,NONE
3776,hasoc_en_3777,"@ericswalwell Have you moved from 0% chance to at least 1% in the polls as a result of this very pathetic ad?? 😂  You keep embarrassing yourself time after time, it’s priceless! #douchebag 🤡🤡",NOT,NONE,NONE
3777,hasoc_en_3778,@MamaMadisons First a tattoo saying #rapist on his forehead.,NOT,NONE,NONE
3778,hasoc_en_3779,Dear Drs and Non Medico Friends Please Keep twitting about WB Doctors plight with #Savethedoctors #DoctorsFightBack and tag @narendramodi @PMOIndia . As it’s weekend don’t allow the movement to weaken. It has to reach higher authority to take strong action.,NOT,NONE,NONE
3779,hasoc_en_3780,@realDonaldTrump @POTUS @DonaldJTrumpJr  #pedophiles #rapist with money can commit even murder and never face any consequence. https://t.co/8PXV2tG0wC,NOT,NONE,NONE
3780,hasoc_en_3781,"Four years we wait to watch how it rains in England and how poor #ICC is, unable to cover the grounds. #ShameOnICC #WorldCup2019",NOT,NONE,NONE
3781,hasoc_en_3782,"...where they would be reunited in 2003 when Dad passed from esophageal cancer. He gave that 'champion purebred mutt' 13 yrs. he never would've had. After a nine-year break, they were now together eternally.    Rest well, Fredzino.     And oh yeah - #FuckTrump. #JohnMcCainDayJune14",NOT,NONE,NONE
3782,hasoc_en_3783,MY THOUGHTS ON #BORISJOHNSON #BorisJohnsonShouldNotBePM https://t.co/5AIpBOYyYY,NOT,NONE,NONE
3783,hasoc_en_3784,#etsy shop: Trump Nixon Covfefe and the Crook President T-Shirt https://t.co/GGe44Hd1OZ #clothing #shirt #trump #nixon #president #protest #impeach #resist #fucktrump #taxday #MuellerReport #LindseyGraham #BarrHearing #BarrLied #BarrCoverUp #ImpeachBarrAndtRump #ImpeachTrumpNow https://t.co/2Acrf5a6G1,NOT,NONE,NONE
3784,hasoc_en_3785,@ICC Respect India.  #DhoniKeepTheGlove   #DhoniKeepsTheGlove   #KeepTheGlove,NOT,NONE,NONE
3785,hasoc_en_3786,#PakInsultsAbhi @KirenRijiju comes across a very weak minister he gave lip service on #DhoniKeepsTheGlove n we were left red faced while our cricketing grates @sachin_rt etc keeps mum wants money that's it. There was so much of talk abt boycott Pak nothing happened @AmitShah https://t.co/OBIGjbOW0D,NOT,NONE,NONE
3786,hasoc_en_3787,"Weather forecast is very much advanced now, driverless car is just coming nd @ICC is relying on techniques of 2000 bc #ShameOnICC",NOT,NONE,NONE
3787,hasoc_en_3788,"Smdh, #Resist #DitchMitch #DitchMitch2020 #fucktrump #VoteBlue2020 #VoteBlueNoMatterWho  EPA Air Chief Gave Presentation At Fringe Climate Denier Event, New Emails Show  https://t.co/axDBOOjZVN",NOT,NONE,NONE
3788,hasoc_en_3789,"Former EPA administrators blast Trump admin on science, regulation rollbacks #Resist #ResistTrump #FuckTrump https://t.co/HDU0rg7BcS",NOT,NONE,NONE
3789,hasoc_en_3790,"@stupideridjit I remember when they were no hawks around or foxes or eagles but I saw for my own eyes working out there when Obama started regulating the environment, these majestic creatures came back full force #fucktrump",NOT,NONE,NONE
3790,hasoc_en_3791,@TheRealOJ32 @KrisJenner Because this is what everyone needed you to put to rest. Thanks for the clarification OJ. #murderer #gimmeabreak #theglovedidfitbeforethebloodshrankit,NOT,NONE,NONE
3791,hasoc_en_3792,India won the toss and Bat first.... #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeepTheGloves #INDvAUS #INDvsAUS https://t.co/419O67dBi4,NOT,NONE,NONE
3792,hasoc_en_3793,"#DoctorsFightBack | Understand the Doctor-Patient relationship. We don't differ treatment for any community. We have a charter of a few demands. If the demands are met, we'll call it off in 5 mins: Dr Priyanshu  Sr Resident representative, Resident Doctors Association, AIIMS",NOT,NONE,NONE
3793,hasoc_en_3794,@BCCI If there will be no Ind vs pak then we will not watch world cup   #boycottworldcup   #ShameOnICC,NOT,NONE,NONE
3794,hasoc_en_3795,https://t.co/mN9i1OwGg1 They should have got #MrBlobby to take his place. He talks about as much sense as #BorisJohnson does. #BorisJohnsonShouldNotBePM,NOT,NONE,NONE
3795,hasoc_en_3796,Hey @ICC @ICCMediaComms !  Love from India. 🇮🇳  C.c  @PMOIndia @adgpi @msdhoni  @DefenceMinIndia @majorgauravarya @MajorPoonia @GeneralBakshi @sudhirchaudhary @dna @BCCI   #DhoniKeepsTheGlove #BalidaanBadge #DhoniKeSaathDesh #BalidanBadge https://t.co/gZh0j3BBbr,NOT,NONE,NONE
3796,hasoc_en_3797,#DhoniKeepsTheGlove my complete support to Dhoni,NOT,NONE,NONE
3797,hasoc_en_3798,@realDonaldTrump #Hashtag  #DelusionalDonald #TrumpsAnInternationalDisgrace #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsAFraud #TrumpIsTheEnemyOfThePeople #TrumpIsANationalSecurityThreat #TrumpLiesEveryTimeHeSpeaks hereby  #WorstPresidentEver #TrumpTantrum #ResignOrBeImpeached #FathersDay2019 🤢 https://t.co/KPm0hx610B,NOT,NONE,NONE
3800,hasoc_en_3801,500 doctors have already resigned in #Bengal.    NRS 100  SSKM 175  National medical college 20  RG Kar 126  North Bengal college 119  Murshidabad 50  Rampurhat 37  Burdwan 26    #DoctorsFightBack #SaveTheDoctors,NOT,NONE,NONE
3801,hasoc_en_3802,"America is now in the unthinkable position that @POTUS is a     #NationalSecurityThreat     🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸🆘🇺🇸  WHERE ARE YOU, @SenateGOP ⁉️     #TrumpCriminalInvestigations   #TrumpIsATraitor   #TrumpRussia     https://t.co/Cn30XHATIF",NOT,NONE,NONE
3802,hasoc_en_3803,Fact check: Trump's FBI claims on Schiff and Warner don't hold up #Resist #ResistTrump #FuckTrump https://t.co/N0khzgcXvq,NOT,NONE,NONE
