,tweet,class
20476,"Re: Alexander Skarsgard, my roommate has declared: ""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is.""",2
20477,Reaaallly wish I had more milk for Oreos. Lol,2
20480,Ready to go get my fried Oreos,2
20482,Real basketball players get disappointed when they throw something in the trash can and miss,2
20495,Real talk not being byes or nothin! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs!,2
20500,Really craving my arroz con pollo y habichuelas right now,2
20501,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..,2
20504,Reaper drones pinpoint Jihadi John http://t.co/IBScZeLxXe via @MailOnline,2
20511,Regular joes rockin tha boat that's us redneck yacht clubbb&#9728;&#127926;,2
20513,"Remember that fear is there to guide you, not cripple you.",2
20520,Republicans aren't the only racist in America. We have racist Democrats too. But don't play the token negro card... http://t.co/FT5c4yhraG,2
20521,Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,2
20523,"Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. 

 http://t.co/2nmrLDvIgB",2
20524,Review: The Yanks are Coming! A Military History of the United States in World War I http://t.co/Hv4k1yZACH via @BreitbartNews,2
20525,"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all.",2
20543,"Rose colored glasses only, you guys. #wvnextin6",2
20544,"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil.",2
20549,Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs http://t.co/RDgyG6GURv,2
20556,Ruby is not ugly #bunga bunga,2
20557,Rudy Throws Fastballs Near Charlie&#8217;s Chin..(No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG http://t.co/EJpdwlS5qj&#8217;s-chin,2
20568,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB,2
20582,S/o to my mom came home to tacos and brownies &#9786;&#65039;&#128523;,2
20590,SNL mocks entire Obama tenure in Ebola skit - Hot Air http://t.co/miJdg6x6UC,2
20591,SOMEBODY please BRING OUT OF MY hotel room and HIRE ME for something REAL&gt; I work hard for somebody throwing me in the trash. #IWantOut,2
20600,Saltine crackers for dinner lol. Sad lyfe.,2
20613,Sapete che? Vi odio..... ho finito..,2
20615,"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one.",2
20617,"Saw brownies on the kitchen counter, bit into one and immediately a surge of pain and spice hit my tongue. Chili flakes. Eff you, Brian.",2
20635,"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home",2
20639,Scott brooks finds new ways to flip me the bird each game. I know it's the right move but #Idontcare #KDStreak #imsad,2
20649,Sebastian is high on cat nip rn,2
20656,"See me ride out of that sunset, on your, colored TV screen #TNT #ACDC",2
20659,See the jumbotron? That&#8217;s where the jig is,2
20667,Seeing another baseball team just makes me wanna book my @Yankees trip right now.,2
20675,Selling ex lax brownies in front of Meijer to pregnant women. #GoodDeed,2
20681,"Sent ideas in to VOEM , they only seem to wanna hold testing/drills in nice weather, we need to run mock incidents in bad weather, night,",2
20682,Serious question here; How many country songs mention honkey tonk(s)?,2
20685,"Seriously, reading 'thriller' like books spook me more than most horror movies. 
#bookgeek",2
20690,Sewing is also a requirement to be an #ISIS Jihadi girl - keep the men's clothes presentable #ISISFeminism http://t.co/sN5KUwMX78,2
20698,Shades of Eric Chavez's past gold glove! #Yankees #Oakland,2
20704,"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! http://t.co/Qwxb4wbfZq&#8221;",2
20735,"She has zebra tights in her take home bag, me and my mom are just &#128525;",2
20759,She sounded like a bird crowing,2
20767,She trash tho.,2
20769,She unfollowed me after I said I cried watching dawn of the apes lmaooooooo,2
20777,She's definitely a Kardashian bird RT @BasedChasen: http://t.co/RY3ocBwVTn,2
20778,She's just mad cuz her big toe looks like an angry bird! Haha,2
20779,Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers,2
20798,Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? http://t.co/TK0nZBBTte,2
20800,Should #Oscar go to @AndySerkis or #Computer that turned him into an ape? http://t.co/oWgoCjxpXs NO...The #ComputerScience major #Movie,2
20801,Should I be worried that a lady behind my building is talking to a crow?,2
20803,Should I take a nap though too kill a mocking bird or nah?,2
20824,Shut up birds it's bed time.,2
20834,Shy girls &gt;&gt;,2
20836,"Shy singer surprises and melts Simons heart: http://t.co/RbCWsvvdJY 

This was so damn beautiful! I almost cried!!",2
20837,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/iX03VrK0KI via @BreitbartNews,2
20838,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via @BreitbartNews,2
20845,Sierra almost got caught with the ole hick &#128514;&#128514;&#128514;,2
20846,Sighs of relief from Beijing Guoan fans &amp; #China's govt as club nips Japanese rival 2-1 in tense match: #football http://t.co/EesEOR7Iba,2
20851,Sinai Jihadi Group Beheads 3 Accused of Being 'Spies of the Jews' http://t.co/3CDOsElI1k via @BreitbartNews,2
20866,"Sitting alone watching White Chicks, no pants, fuzzy blankets, tea || turn up",2
20868,"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/VlnhyAhaEW",2
20869,"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/m9wYnrLtWz",2
20871,Sixten just shoved like 8 Oreos down his throat,2
20874,Skippy and the Kats. #FezBandName @RonandFezSXM,2
20876,Slack jawed yokel husband http://t.co/VE1PWFrz9t,2
20916,Smuggled letter by Gaza tunnel digger details suffering under Hamas rule http://t.co/jusiee1yhK via @TheMuslimIssue,2
20934,So I'm at #tedgibson and Ted is getting his hair colored right beside me. Heeeey!,2
20935,"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia.",2
20936,So Politico says Rney will win and then goes after Gallup for doing the same thing. LMAO at you #teabaggers #morningjoe,2
20938,So am I the only cracker up playing his guitar (thank you @Tampa_Rick ) on this Saturday night?,2
20951,"So i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags #imagineherface",2
20958,"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know 

@uberfoxy",2
20963,So many weird people in the ghetto at this time.,2
20964,So much for #UCLA being the team to beat they are trash,2
20965,So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,2
20968,"So my daughter seen Charlie Villanueva... Questions on 1,000 &#128514;&#128514;&#128514;&#128514;",2
20970,"So my light was off &amp; door was closed , mom walks in turn lights on . Tells me to take trash out in the morning . then walked out.. Light on",2
20975,So now been trill is trash cus asap said so &#128533; ok,2
20979,So real it's unreal LOL #Yankees #WorldSeries #27andCounting #MLB #MLBtheShow12 http://t.co/tdMrBsnP,2
20990,"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees",2
20996,"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins",2
21000,"So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY",2
21001,"So, about this flappy bird game then.",2
21015,Some Douche cubs redneck cubs fan freaked out asking if bites..... No you bloody BERK!!! He's like the&#8230; http://t.co/ulc6CMVtki,2
21016,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.,2
21017,Some are oval and some are pink some are blue and some are just yellow,2
21025,"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses.",2
21063,"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO. &#128545;&#128548;&#128544;&#128298;&#128299;",2
21066,Someone come take these brownies away from me before I eat the whole pan!,2
21068,Someone please bring me Goldfish crackers,2
21069,Someone probably told him 6 God was trash.,2
21070,"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers.",2
21072,Someone tell @RSherman_25 his dreads are part of the uniform. I'd pull your hair too. Why are you trash talking? Cut your Doodoo braids.,2
21074,Someone tell the royals to stay home there trash&#128553;,2
21078,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @binniemouse was dying lol",2
21085,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.",2
21093,"Sometimes, even I gotta tell these hoes to grow up smh",2
21104,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @Bekkalina13,2
21106,"Sore Loser Charlie Crist Won&#8217;t Give Concession Speech, Calls For Recount http://t.co/MVhecTyUYs #tcot #pjnet",2
21107,"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.",2
21109,Sorry all my fellow negros,2
21117,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.,2
21119,Space brownies &#128125;,2
21123,"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica",2
21125,"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2",2
21136,Stafford trash without Megatron #fantasyfootballproblems,2
21144,Stay warm &#10052;&#65039;&#127744; #beanies #sweaterweather #booty4ever http://t.co/zPTCkqybAM,2
21146,Stayin up late to watch #Ichiro #Yankees,2
21148,Step up and take your oppurtunity! #freshfaces #iubb #hoosiers,2
21150,Stephan A Smith saying Jay Cutlers shouldn't be a MVP candidate is just straight up retarded,2
21170,"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials",2
21177,Stop rt'ing Celtics trash please,2
21190,"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a &#8220;mega-trap&#8221;-will kill 28,000 birds year. http://t.co/xPXEhne29E",2
21216,Such a trash episode of the walking dead tonight.,2
21219,Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?,2
21226,Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.,2
21230,Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty,2
21234,"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK",2
21235,Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!,2
21240,Swap meet bound #beaner,2
21242,Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe,2
21245,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1",2
21247,"Sweet yellow bone thang, I call her Honey mustard... http://t.co/IsFduDu9bx",2
21248,Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!,2
21263,"TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters.......",2
21269,Taco Bell is super trash when you're sober,2
21276,Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.,2
21287,Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553;,2
21289,Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,2
21318,Terrifying. #leprechaun http://t.co/447wgkSVVG,2
21319,Text me instead of playing flappy birds #SoIKnowItsReal,2
21329,Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado,2
21330,Thank you Charlie @Charlie4927 @StacyDmomof5 @cantUCIMblonde @RevkahJC @PattiSM74 @Kacado,2
21331,"Thank you Charlie, Happy Thursday @Charlie4927 @StacyDmomof5 @PattiSM74 @Kacado @cantUCIMblonde @RevkahJC",2
21332,"Thank you, hand out that candy Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74",2
21333,Thanks @delaney_jade for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014,2
21334,Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado,2
21335,Thanks Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado,2
21336,"Thanks Charlie, have a great evening @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74",2
21339,"Thanks to @JoMousley80 cracker tweets today, my pilchards on Krackerwheat are repeating on me like a typical night on the #BBC :-/",2
21345,That 'Ouija' movie look like trash,2
21347,That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe,2
21386,That crow has socks,2
21390,"That dude from Chicago w/ the fuzzy mustache and bangs, Johnny Love, he's whack. #memoriesofidots",2
21393,That front flip was trash. That's how I front flip into the swimming pool and land on my back every time.,2
21404,That long hair doesn't cover up your redneck,2
21406,That mocha colored chick doe&gt;&gt;&gt;&gt; think I fell in love&#128525;&#128525;&#128525;,2
21416,That night cap nonsense is for the birds.!,2
21433,That warm fuzzy feeling when you're able to give someone a helping hand. Talking about medical problems with others can really help.,2
21435,That was a solid investment of 15 mins. Cue up Frank. Yankees. Wow.,2
21439,That was not good times! Starting the mickey mouse club soon!,2
21440,That was trash. I'm just gonna put my phone down. Goodnight,2
21442,That'd been a ghetto little meal,2
21451,That's like saying I've had the pinto since 72 RT @Shallow__Al @TonyClevenger dude I've had an iPhone since the beginning.,2
21459,That's right I'm making brownies right now &#128526;&#128523;,2
21478,"The ""Yanks"" Are Coming: From Disparagement to Pride http://t.co/HoELpcbBg6",2
21479,The #Yankees don't need Tanaka or Beltran or all these 'big name' players!!! #believe,2
21482,The #teabagger #freemarket really doing wonders in #Bangladesh these last couple of days. #tcot #p2 #teaparty #randpaul,2
21484,"The @Yankees are playing the @tigers tonight. In other words, I am not friends with @mtaraban.",2
21485,The African Goshawk (Accipiter tachiro) is a species of bird of prey in the Accipitridae family. fou http://t.co/t9xi8IWocs,2
21486,The Bucs has 2 great uniforms and ruined them both for that trash smh,2
21487,The Conjuring wasn't trash. It just wasn't as good as Insidious.,2
21489,"The Devil Wears Charlie, by Revlon. #lesserfilms",2
21491,The Giants trash,2
21492,The Guy got excited when he saw Oreo cookie crusts. He thought I was making pie. He was bummed when he realized it was cheesecake.,2
21495,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes &amp; wages ideological warfare,2
21496,"The KFAN mock draft continues, Cleveland is ""on the clock"". Paul Allen has the Vikings 8th pick. I am going with Def back, Justin Gilbert",2
21498,"The Met Office has issued an amber warning of snow,at least it's not a warning of amber snow.Posh word for yellow.",2
21500,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn",2
21501,The Perfect Gift for the Jihadi on Your Shopping List http://t.co/YbcsutdGMw http://t.co/nNwums32b4,2
21502,The Perfect Gift for the Jihadi on Your Shopping List http://t.co/wTNOloSY4t http://t.co/AuTAVOeG2u,2
21503,The Pirates have made the playoffs and the Yankees are out...hell has frozen over,2
21505,The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...,2
21506,The Rick Scott/Charlie Crist ads have been running nearly non-stop in Florida for the past week. And they are getting even worse.,2
21507,The Saints are pure trash lol smh,2
21511,"The Walking Dead is trash people...

That is all. &#128514;",2
21512,The Wayans bros is the most retarded show ever.,2
21514,The Yankees still suck! @nikaaaa3,2
21518,"The beautiful Fairy Pools near Glenbrittle on the Isle of Skye, Scotland http://t.co/cyi6xSvn97",2
21520,The bengals have been trash for like 5 weeks it seems,2
21522,The bird is the word. #EsuranceSave30,2
21523,The birds and the bees &#128038;&#128029;,2
21524,The birds and the bugs #voguet by Anat R http://t.co/ndMELHuWCg via @Etsy #vintage #jewelry #bugout #insects #birds,2
21536,The boy who shot albino deer http://t.co/D4XajBEIb1,2
21537,The brownies I just made are a sin,2
21546,The early bird gets the worm But the second mouse gets the cheese,2
21547,The early bird takes a nap before noon.,2
21550,The ending to that Yankee game was so planned I can't even take it,2
21551,The fact that the #Bruins drafted a Yankees fan just goes to show how weak the scouting staff is IMO. Didn't do their homework. #firechoreli,2
21552,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.,2
21563,The guinea fowls are not what they seem.,2
21572,The jig,2
21573,The jigg is up,2
21575,"The last at-bat at Yankee Stadium. Thanks for making it a good one, Captain. #FarewellCaptain. http://t.co/UVJgbCpcbU",2
21604,The pro-ISIS Jihadi prayer from Hajj making the rounds now. http://t.co/5ee3eDXuOa,2
21605,"The punishment should fit the crime. For instance, if you take the last Twinkie you should choke on that Twinkie. Twinkie's are sacred.",2
21608,The redskins just begging to lose this game smh,2
21609,The redskins should change their name to the injuns,2
21610,The republican teabaggers hate this but screw em. http://t.co/6iutHYvhQm,2
21612,The right for an English person to go about his business is more important than any suspicion of some rouge wog cop.,2
21623,The two ringless fags RT @EverybodyHatesX: Barkley &amp; Reggie were talking nonsense the entire game,2
21627,The value of Abu Qutada&#8217;s statement is that his credentials in Jihadi circles are impeccable. He&#8217;s facing trial on terrorism charges.,2
21639,Thee Bears are trash tho...,2
21641,Their gotta be a loaded lux vs Murda mook 3,2
21642,Their salsa negro is awesome... @StacyMungo @Loriisright,2
21644,Them brownies tho &#128524;&#128076;,2
21663,"Then I went inside, in order to hide from mutant bird",2
21664,Then Zerah the Cushite came against them with an army of one million men and 300 chariots. They came as far as Mare&#8230; http://t.co/LpbeB04j4r,2
21676,"There are LOTS of top tier wrestlers who started as ""yardies"".",2
21680,There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days,2
21681,"There is no such rule as ""tie goes to the runner"". Out or safe. #Yankees #JohnSterling",2
21683,There is this yellow thing in the sky. I don't know what to make of it.,2
21686,There should be a side trip into DC to Charlie Palmers during CPAC @SHannitysHair @TheFriddle @Glock4Piper @alleygirl2409,2
21689,There's a bird nest in my garage and so now when the birds fly out they poop on my car. &#128529;,2
21691,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,2
21693,There's a special place in hell for people who slam on their brakes for yellow lights &#128532;&#128299;,2
21696,"There's gonna be a lot of trash talk today
#worldcup",2
21703,There's someone riding around the Robinson Walmart in a lawn mower. With ghetto headlights added. #reallife,2
21707,These are insane and Cigars trash!? Foam done bumped his head RT @FoamWright: These are insane. Like so insane. http://t.co/5umpDoeORz,2
21709,These birds messy.,2
21746,These brownies are bomb!!!!!!!!! http://t.co/lKZLQQj7W1,2
21747,These brownies http://t.co/iyqRBn2AMf,2
21842,These peanut butter brownies bout to give me life too! &#128523;,2
21858,They come out Charlie Sheen... They come out coupe machine @wontgetme_22,2
21859,They come to you out of the blue. They make others see red and green with envy. They aren't always black or white. You're not yellow luckily,2
21860,They didn't lose the city. Red Sox fans are bandwagon fans just like Yankee fan. #morningjoe,2
21864,They got David taking out the trash &#128514;&#128514;&#128514;&#128514;,2
21866,They got the redskins faking injuries,2
21871,They have a clumsy bird too lol what is life,2
21873,They love me at the place I bring my car to.....I don't know why Spanish men love me... sometimes I do look like a guala though Lol,2
21875,They must be Russian birds! Russian birds are known for invading Chiminea. @SaintRPh @KimMarcumTexas,2
21881,They say one man's trash is the next man's treasure. Where one finds pain the next might find pleasure.,2
21882,They say our state bird is rare...I literally see one at least once a day,2
21889,They took it there bro you know I'm civil. RT @lilmissStoney: @VikkiNoSecrets wait a minute! Lol. Don't get ghetto V!,2
21890,"They trying to hoe Todd gurley, Johnny manziel signed them helmets and got off but suspend gurley the rest of season",2
21893,They use to call my mom Japs when she was younger. Lol Asian racial slurs.,2
21894,"They were taking a picture and I saw a bird fly past and I was like, oh bird! @HeidyPalma21",2
21899,Thing that made me feel old today: Tori Amos is 50.,2
21902,"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day.",2
21905,Thinking bout those oysters at the gator bait tho&#128533;,2
21913,This 8 yr old on #masterchefjunior made my chicken look like trash.,2
21916,"This Billy Crystal tribute to Derek Jeter is crazy. I hate the Yankees, but man... Derek Jeter.... #RE2PECT",2
21917,This Charlie Murder game is pretty dope #Xbla,2
21919,"This Isn't Murica, Charlie Brown. #rejectedpeanutsspecials",2
21922,This O6 just caught me talking to a bird and that was pretty embarrassing,2
21928,This being sick is for the birds.,2
21930,"This being too sick to function is for the birds ! I was starting to feel slightly better earlier,now I feel like death again!",2
21935,This bitch @Lvl_7_Eevee buys sparkling water.,2
21938,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;,2
22022,This bro is just rippin apart a bird about 10 feet from us.. #redtail #hawk http://t.co/tjAnr2pB,2
22023,This brownies bro,2
22024,This car has two registration tags. Both yellow. One for 2014 &amp; one for 2005. Wth http://t.co/mdeD4a2soY,2
22027,This cowboys an redskins game was a hell of a game,2
22028,"This does create a slippery slope tho , players gonna have to watch they mouth too , no tolerance for ignorance anymore",2
22030,This dumb Berk drives in circles through town on his bright yellow cycle with music blaring incredibly&#8230; http://t.co/ukothl3MOH,2
22036,This flappy bird game addicting .,2
22040,This fuzzy wuzzy kitten wants to know how a raven is like a writing desk. Find out why here &#8594; http://t.co/GI9On86iGV http://t.co/HlKDTSgKwU,2
22048,"This guy is nits&#8220;@Lucci_Dpc: i learn new things every day, u the only one still talkin bout jim crow. There go that republican hypocrisy&#8221;",2
22061,This hot chocolate and Famous Amos too bomb right now,2
22066,This is a long yellow for a bunch of track sweeping. Not a ton have taken opportunities to pit. #IndyCar #GoProGrandPrix,2
22067,"This is a sexy tweet. RT @Yankees: With a 6-0 lead, #Yankees turn to Matt Thornton to finish off the Red Sox in the 9th.",2
22068,This is better than flappy bird.&#128525;&#128525; #FallOutBird http://t.co/CHVzWTvltG,2
22078,This is really for @BrianStann RT @JimDaves: @WesDurham Exploding giant yellow ducks. You&#8217;ll appreciate this: http://t.co/SpOhTpl8uV,2
22079,This is so much fun! &#128070;&#128588; #1UBB #1ndiana #hoosiers #hoosierdaddy,2
22080,This is true... RT @Mr_QuenchYaGirl: Charlie Clips the coldest battle rapper doing it. No debating!!!,2
22082,This is why my mother isn't allowed to make brownies http://t.co/h0cFT5wcBV,2
22084,This is why nothing gets done. Morons like Coburn trying 2 ad a gun amendment 2 a public works bill. Push back on the #teabagger #morningjoe,2
22096,"This mint brownies recipe is made with almond flour, coconut palm sugar, coconut oil, and coconut mi http://t.co/XZZfDoLZDn",2
22097,This morning is brought to you by Emergen-C. I really need to nip this cold/flu business in the bud. #NoGermsWanted,2
22098,This music is trash,2
22100,This my dog telling me he is done playing frisbee for now.. lazy mutt http://t.co/l4AocjczsH,2
22101,This new avi trash or nah,2
22127,This no beef thing is for the birds!!!,2
22131,"This one night I was tripping off brownies I put my running shoes on and I was still in pjs, it was 2am ! http://t.co/UwmBpCOMNE",2
22132,"This picture on Weibo made China's censors add ""big yellow duck"" to its list of banned terms &#8594; http://t.co/87NSk91rJR http://t.co/j3aAKxwIfe",2
22136,This re-colored pictured of Abraham Lincoln is one of the coolest things I&#8217;ve seen in a while&#8230; http://t.co/SHosDU7RYP,2
22137,This reminds me of another quality video lol. He ain't fittin to front for these peckerwoods! http://t.co/AYpwHr0J62,2
22147,This store is SO redneck...,2
22150,"This target is ghetto, but whatever",2
22154,This waiting thing is for the birds...,2
22161,"This whole game, I've been trying to figure out why the Dutch are wearing yellow. SMH.",2
22166,This. Good. #pricklypear #shiner http://t.co/clfJKT4IZ4,2
22167,This. Good. #pricklypear #shiner http://t.co/fa02A3aVxQ,2
22172,Thou shall not mock Ryan(the future)Kelly,2
22175,Three little birds,2
22181,Thursdays really been trash this season @nfl,2
22182,"Thw White Iron Band plays this weekend in Fargo,ND at the Aquarium(21+) ,Friday(10-29-10) with Charlie Parr. The next night,Saturday...",2
22188,"Tilt my chin back, slit my throat, take a bath in my blood, get to know me",2
22189,Time 2 kill 2 birds with 1 stone. Work out while I renew my food handlers card online. Push play for this dumb class,2
22194,Time to start listing to il spook,2
22196,Tiny out here looking like an albino red nose pitbull from a dope boy's trap house.,2
22205,"To be clear, I don't think there's any chance Krug leaves for Russia. But it's fun to mock the speculation.",2
22208,To the senior class: there will be Oreo funfetti bars in the den this morning &#128538;,2
22211,Today is GAMEDAY! #iubb i need #iu to win so my jersey can arrive! #HoosierNation #hoosiers,2
22212,Today is fun but tuesday will be awesome. #IU v #michiganst #1UBB #hoosiers,2
22215,Today's Spy Ops: (His soles need a cleaning lick lick. I bet this cuties sneaks smell good) http://t.co/c7Hj3DvNgp,2
22226,Tommy trash,2
22227,Tomorrow's agenda: bake brownies &amp; visit a couple open house.,2
22230,Tonight starts the road the Super Bowl for the @Browns! Here we go brownies here we go! WOOF WOOF #Browns2014Draft,2
22231,Tonight. My sole purpose is to be thoroughly intoxicated. Night off and no class In the AM. Maybe I deserve it,2
22234,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey,2
22241,Too much makeup so trash..,2
22252,"Tracy Morgans car wreck and the press was covered by Zappa in the 60's...""Some joker with a brownie and ye'll see it all complete""",2
22253,Traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,2
22254,Trailor trash tina time &#128556;,2
22262,Trending: 2 adult human skulls found in trash in Connecticut http://t.co/bykFaoYk6y http://t.co/f8GRqk3Tc8,2
22279,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!,2
22283,"Tryna get to home like base to base to base, closet looking like planet of the bathing apes",2
22285,"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included",2
22291,Turn on the magic of colored light. #longexposure #lightwriting http://t.co/Um8LBsd6p9,2
22298,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/Wafg8EYYGM",2
22299,Twinkies are so unfilling. which is odd because they are filled,2
22304,Twitter is trash,2
22310,"Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR.",2
22318,Two red bones kissin n da back seat,2
22328,Tyrese trash,2
22348,U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special,2
22358,US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech! http://t.co/XfSeZSzu0m via @BeforeItsNews,2
22382,"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... http://t.co/oXcOYauJi1",2
22383,"Uncalled for &#8220;@NoBeeetch: All trash ""@Trelaire1st: 16. Which one the best? http://t.co/KmOrdNEZRZ""&#8221;",2
22390,"Unintended consequences of the current fed regulations. 
Trays of uneaten food thrown in the trash, 
Hungry kids.
 http://t.co/aaMJhHOW7y",2
22398,Up early then a bitch driving to denton omg can I move already,2
22400,Up like an eagle tryna catch the early bird that catches the worm.,2
22405,Use to trap them birds now I'm fly like a birdddd,2
22418,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track http://t.co/7gebzU4Paz http://t.co/WwL05Orih6,2
22419,Video: Charlie Baker campaign team denies contacting Gov. Patrick for meeting http://t.co/qHrA6OalRR,2
22420,Video: Charlie Baker makes final push for votes http://t.co/9ArtP5ymbS,2
22421,Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv,2
22422,Video: On The Record: Charlie Baker http://t.co/lXK0YyCVR4,2
